App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5779987,HDR,04/05/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778129,HDR,03/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5758831,HDR,01/16/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5768512,HDR,02/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779114,HDR,04/03/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5761568,HDR,01/26/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5776170,HDR,03/23/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781169,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5766907,PDR,02/18/2017,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5773049,HDR,03/11/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783887,HDR,04/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5773575,HDR,03/13/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5781388,HDR,04/11/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5764302,HDR,02/07/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784712,HDR,04/24/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5778166,HDR,03/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5779794,HDR,04/05/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5762233,HDR,01/29/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5780413,HDR,04/07/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5786195,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776971,HDR,03/27/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5764540,HDR,02/07/2017,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5767340,HDR,02/21/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776914,HDR,03/26/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5780753,HDR,04/08/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777156,HDR,03/27/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5773000,HDR,03/11/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5785262,HDR,04/25/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5773022,HDR,03/11/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779505,HDR,04/04/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5759236,HDR,01/17/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5768088,HDR,02/23/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5759685,HDR,01/19/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777261,HDR,03/28/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5767580,HDR,02/21/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5767579,HDR,02/21/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5782155,HDR,04/13/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776994,HDR,03/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5763961,HDR,02/05/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5776480,HDR,03/24/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5785912,HDR,04/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5773605,HDR,03/13/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781956,HDR,04/13/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5784495,HDR,04/22/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771712,HDR,03/07/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771378,HDR,03/06/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5763836,HDR,02/04/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777147,HDR,03/27/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5776406,HDR,03/23/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775362,HDR,03/21/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5762427,HDR,01/30/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783464,HDR,04/18/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778216,HDR,03/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776881,HDR,03/26/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5755635,HDR,01/04/2017,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5780325,HDR,04/06/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5768598,HDR,02/25/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5786205,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781673,HDR,04/12/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5768211,HDR,02/23/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776857,HDR,03/25/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5768190,HDR,02/23/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5768639,HDR,02/26/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780779,HDR,04/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779703,HDR,04/05/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5768818,HDR,02/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5778010,HDR,03/30/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5776667,HDR,03/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777750,HDR,03/29/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5776216,HDR,03/23/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5786780,HDR,05/01/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5742809,HDR,11/14/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5756978,HDR,01/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5783834,HDR,04/19/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5755192,HDR,01/02/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775025,HDR,03/20/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5772336,HDR,03/09/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5776466,HDR,03/24/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5768702,HDR,02/26/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5773152,HDR,03/12/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783164,HDR,04/17/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5771764,HDR,03/07/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5774687,HDR,03/17/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5781208,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5748193,HDR,12/05/2016,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5783186,HDR,04/17/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5758248,HDR,01/13/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5775824,HDR,03/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5768963,HDR,02/27/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5780022,HDR,04/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5774847,HDR,03/19/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5759797,HDR,01/19/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781927,HDR,04/12/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5786404,HDR,04/29/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5765839,PDR,02/14/2017,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5771275,HDR,03/06/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5766464,HDR,02/16/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5782547,HDR,04/14/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5762982,HDR,02/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5761235,HDR,01/25/2017,Pending Fitness Interview,04/28/2017,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5776841,HDR,03/25/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5770836,HDR,03/04/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5770212,HDR,03/02/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776657,HDR,03/24/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5775423,HDR,03/21/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5785264,HDR,04/25/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5783496,HDR,04/18/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776375,HDR,03/23/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779212,HDR,04/04/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5781330,HDR,04/11/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776885,HDR,03/26/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5786564,HDR,04/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5769852,HDR,03/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5785149,HDR,04/25/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775729,HDR,03/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/01/2017 06:00:28 PM
5769345,HDR,02/28/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5770726,HDR,03/03/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5779437,HDR,04/04/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779419,HDR,04/04/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/01/2017 06:00:28 PM
5784717,HDR,04/24/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5770695,HDR,03/03/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772219,HDR,03/09/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5774121,HDR,03/16/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5781922,HDR,04/12/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5765851,HDR,02/14/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778700,HDR,04/02/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5735329,HDR,10/17/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5780399,HDR,04/07/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
